<<<<<<< HEAD
,Unnamed: 0,id,username,date,text,time,state,split_text,closed,open,cause,highway_string,has_highway,county_string,has_county,city_string,has_city,Other_Road_List,mm_list,exit_list,x,y,match_scores,matched_addresses,best_x,best_y,best_score,best_address
283,283,1041343953583464448,NCDOT_Triangle,2018-09-16,   nc-96 both near benson weather event road closed at 914 4:57 pm,15:12:00,North Carolina,"['nc-96', 'both', 'near', 'benson', 'weather', 'event', 'road', 'closed', 'at', '914', '4:57', 'pm']",closed,,weather,NC 96,1,None,0,benson,1,"event road,weather event road",None,None,"-78.4532898742448,-79.18541791299998,-78.4532898742448,-78.78097316876706","35.325482522515244,35.53934433500007,35.325482522515244,35.74951770690656","86.67,80,91,85.97","NC 96 & weather event road, benson, North Carolina, USA,NC 96 & weather event road, North Carolina, USA,NC 96 & event road, benson, North Carolina, USA,NC 96 & event road, North Carolina, USA",-78.4532898742448,35.325482522515244,91,",NC 96 & event road, benson, North Carolina"
284,284,1041328185118470144,NCDOT_Triangle,2018-09-16,   kenan rd both near four oaks weather event road closed at 916 9:48 am,14:09:20,North Carolina,"['kenan', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '916', '9:48', 'am']",closed,,weather,None,0,None,0,None,0,"kenan road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
285,285,1041315429501870080,NCDOT_Triangle,2018-09-16,   us-1 north mm 98 near cary vehicle crash shoulder closed at 916 9:00 am,13:18:39,North Carolina,"['us-1', 'north', 'mm', '98', 'near', 'cary', 'vehicle', 'crash', 'shoulder', 'closed', 'at', '916', '9:00', 'am']",crash,,crash,US 1,1,None,0,cary,1,None,mile marker 98,None,"-78.39172220279202,-79.09203630556465","34.79126379829153,35.80111975725678","84.07,85.92","US 1, mile marker 98, cary, North Carolina, USA,US 1, mile marker 98, North Carolina, USA",-79.09203630556465,35.80111975725678,85.92,",US 1, mile marker 98, North Carolina"
286,286,1041312945370791936,NCDOT_Triangle,2018-09-16,   us-1 north mm 98 near cary vehicle crash lane closed at 916 9:00 am,13:08:47,North Carolina,"['us-1', 'north', 'mm', '98', 'near', 'cary', 'vehicle', 'crash', 'lane', 'closed', 'at', '916', '9:00', 'am']",crash,,crash,US 1,1,None,0,cary,1,"crash lane,vehicle crash lane",mile marker 98,None,"-78.39172220279202,-79.09203630556465","34.79126379829153,35.80111975725678","84.07,85.92","US 1, mile marker 98, cary, North Carolina, USA,US 1, mile marker 98, North Carolina, USA",-79.09203630556465,35.80111975725678,85.92,",US 1, mile marker 98, North Carolina"
287,287,1041297639000690688,NCDOT_Triangle,2018-09-16,   nc-222 both near kenly weather event road closed at 916 7:58 am,12:07:58,North Carolina,"['nc-222', 'both', 'near', 'kenly', 'weather', 'event', 'road', 'closed', 'at', '916', '7:58', 'am']",closed,,weather,NC 222,1,None,0,kenly,1,"event road,weather event road",None,None,"-78.13479537647366,-79.18541791299998,-78.13479537647366,-77.822478","35.61240355740652,35.53934433500007,35.61240355740652,35.607258","86.67,79.46,91,85.02","NC 222 & weather event road, kenly, North Carolina, USA,NC 222 & weather event road, North Carolina, USA,NC 222 & event road, kenly, North Carolina, USA,NC 222 & event road, North Carolina, USA",-78.13479537647366,35.61240355740652,91,",NC 222 & event road, kenly, North Carolina"
288,288,1041207085415968768,NCDOT_Triangle,2018-09-16,   west gannon road both in zebulon road obstruction  road closed at 916 2:00 am,06:08:08,North Carolina,"['west', 'gannon', 'road', 'both', 'in', 'zebulon', 'road', 'obstruction', 'road', 'closed', 'at', '916', '2:00', 'am']",closed,,,None,0,None,0,zebulon,1,"w estate,we street,gannon road,west gannon road,zebulon road,in zebulon road,obstruction road,road obstruction road",None,None,None,None,None,None,None,None,None,None
289,289,1041189564784762881,NCDOT_Triangle,2018-09-16,   i-40 east mm 295 near apex reported incident lanes closed at 916 12:51 am,04:58:31,North Carolina,"['i-40', 'east', 'mm', '295', 'near', 'apex', 'reported', 'incident', 'lanes', 'closed', 'at', '916', '12:51', 'am']",closed,,,I-40,1,None,0,apex,1,"ea street,i-40 ea street",mile marker 295,None,"-79.09138748332394,-79.09138748332394","35.80037946200002,35.80037946200002","82.91,86.19","I-40, mile marker 295, apex, North Carolina, USA,I-40, mile marker 295, North Carolina, USA",-79.09138748332394,35.80037946200002,86.19,",I-40, mile marker 295, North Carolina"
290,290,1041162454431084544,NCDOT_Triangle,2018-09-16,   parkertown rd both near four oaks weather event road closed at 915 10:52 pm,03:10:47,North Carolina,"['parkertown', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '10:52', 'pm']",closed,,weather,None,0,None,0,None,0,"parkertown road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
291,291,1041160201750151168,NCDOT_Triangle,2018-09-16,   juniper church rd both near four oaks weather event road closed at 915 10:57 pm,03:01:50,North Carolina,"['juniper', 'church', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '10:57', 'pm']",closed,,weather,None,0,None,0,None,0,"church road,juniper church road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
292,292,1041160163850379264,NCDOT_Triangle,2018-09-16,   i-95 south mm 105 near kenly weather event lane closed at 915 10:57 pm,03:01:41,North Carolina,"['i-95', 'south', 'mm', '105', 'near', 'kenly', 'weather', 'event', 'lane', 'closed', 'at', '915', '10:57', 'pm']",closed,,weather,I-95,1,None,0,kenly,1,"event lane,weather event lane",mile marker 105,None,"-78.12524999999994,-79.0646440108487","35.59672000000006,35.87946159836133","82.7,86.19","I-95, mile marker 105, kenly, North Carolina, USA,I-95, mile marker 105, North Carolina, USA",-79.0646440108487,35.87946159836133,86.19,",I-95, mile marker 105, North Carolina"
293,293,1041158878086549504,NCDOT_Triangle,2018-09-16,   us-301 both near four oaks weather event road closed at 915 10:52 pm,02:56:34,North Carolina,"['us-301', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '10:52', 'pm']",closed,,weather,US 301,1,None,0,None,0,"event road,weather event road",None,None,"-78.97608,-78.97608","34.80723900000001,34.80723900000001","79.01,84.73","US 301 & weather event road, North Carolina, USA,US 301 & event road, North Carolina, USA",-78.97608,34.80723900000001,84.73,",US 301 & event road, North Carolina"
294,294,1041105520197857280,NCDOT_Triangle,2018-09-15,   i-40 west mm 293 near raleigh vehicle crash ramp lane closed at 915 7:18 pm,23:24:33,North Carolina,"['i-40', 'west', 'mm', '293', 'near', 'raleigh', 'vehicle', 'crash', 'ramp', 'lane', 'closed', 'at', '915', '7:18', 'pm']",crash,,crash,I-40,1,None,0,raleigh,1,"w estate,i-40 w estate,we street,i-40 we street,crash ramp,vehicle crash ramp,ramp lane,crash ramp lane",mile marker 293,None,"-78.63834670287177,-79.09141652870422","35.77731462819098,35.800384048112704","88.54,86.19","I-40, mile marker 293, raleigh, North Carolina, USA,I-40, mile marker 293, North Carolina, USA",-78.63834670287177,35.77731462819098,88.54,"I-40, mile marker 293, raleigh, North Carolina"
295,295,1041093198519693314,NCDOT_Triangle,2018-09-15,   us-1 south near raleigh vehicle crash lane closed at 915 6:33 pm,22:35:35,North Carolina,"['us-1', 'south', 'near', 'raleigh', 'vehicle', 'crash', 'lane', 'closed', 'at', '915', '6:33', 'pm']",crash,,crash,US 1,1,None,0,raleigh,1,"crash lane,vehicle crash lane",None,None,"-78.4064205,-78.81282999999996,-78.64266999999995,-78.81282999999996","36.27234,35.24684000000008,35.785510000000045,35.24684000000008","86.29,88.57,81.9,82.86","US 1 & crash lane, raleigh, North Carolina, USA,US 1 & crash lane, North Carolina, USA,US 1 & vehicle crash lane, raleigh, North Carolina, USA,US 1 & vehicle crash lane, North Carolina, USA",-78.81282999999996,35.24684000000008,88.57,",US 1 & crash lane, North Carolina"
296,296,1041061677238759426,NCDOT_Triangle,2018-09-15,   baileys crossroads rd both near benson weather event road closed at 915 4:14 pm,20:30:20,North Carolina,"['baileys', 'crossroads', 'rd', 'both', 'near', 'benson', 'weather', 'event', 'road', 'closed', 'at', '915', '4:14', 'pm']",closed,,weather,None,0,None,0,"bailey,benson",1,"baileys crossroads,cross roads,baileys cross roads,crossroads road,baileys crossroads road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
297,297,1041060445648498688,NCDOT_Triangle,2018-09-15,   creek bridge rd both near four oaks weather event road closed at 915 4:09 pm,20:25:26,North Carolina,"['creek', 'bridge', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '4:09', 'pm']",closed,,weather,None,0,None,0,None,0,"creek bridge,b ridge,creek b ridge,bridge road,creek bridge road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
298,298,1041054637112131586,NCDOT_Triangle,2018-09-15,   i-40 west mm 273 near durham vehicle crash ramp closed at 915 4:00 pm,20:02:22,North Carolina,"['i-40', 'west', 'mm', '273', 'near', 'durham', 'vehicle', 'crash', 'ramp', 'closed', 'at', '915', '4:00', 'pm']",crash,,crash,I-40,1,None,0,durham,1,"w estate,i-40 w estate,we street,i-40 we street,crash ramp,vehicle crash ramp",mile marker 273,None,"-78.89643999999998,-79.09186370052078","35.995420000000024,35.80047552130703","83.16,86.19","I-40, mile marker 273, durham, North Carolina, USA,I-40, mile marker 273, North Carolina, USA",-79.09186370052078,35.80047552130703,86.19,",I-40, mile marker 273, North Carolina"
299,299,1041052709661618176,NCDOT_Triangle,2018-09-15,   i-95 south mm 105 near kenly vehicle crash road closed at 915 3:52 pm,19:54:42,North Carolina,"['i-95', 'south', 'mm', '105', 'near', 'kenly', 'vehicle', 'crash', 'road', 'closed', 'at', '915', '3:52', 'pm']",crash,,crash,I-95,1,None,0,kenly,1,"crash road,vehicle crash road",mile marker 105,None,"-78.12524999999994,-79.0646440108487","35.59672000000006,35.87946159836133","82.7,86.19","I-95, mile marker 105, kenly, North Carolina, USA,I-95, mile marker 105, North Carolina, USA",-79.0646440108487,35.87946159836133,86.19,",I-95, mile marker 105, North Carolina"
300,300,1041047403380518913,NCDOT_Triangle,2018-09-15,   nc-96 both near four oaks weather event road closed at 915 3:15 pm,19:33:37,North Carolina,"['nc-96', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '3:15', 'pm']",closed,,weather,NC 96,1,None,0,None,0,"event road,weather event road",None,None,"-78.78097316876706,-79.18541791299998","35.74951770690656,35.53934433500007","85.97,80","NC 96 & event road, North Carolina, USA,NC 96 & weather event road, North Carolina, USA",-78.78097316876706,35.74951770690656,85.97,"NC 96 & event road, North Carolina"
301,301,1041045617328508935,NCDOT_Triangle,2018-09-15,   chatham church rd both south of pittsboro weather event road closed at 915 3:14 pm,19:26:31,North Carolina,"['chatham', 'church', 'rd', 'both', 'south', 'of', 'pittsboro', 'weather', 'event', 'road', 'closed', 'at', '915', '3:14', 'pm']",closed,,weather,None,0,None,0,pittsboro,1,"church road,chatham church road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
302,302,1041021922316828673,NCDOT_Triangle,2018-09-15,   us-301 both in benson weather event road closed at 915 1:44 pm,17:52:22,North Carolina,"['us-301', 'both', 'in', 'benson', 'weather', 'event', 'road', 'closed', 'at', '915', '1:44', 'pm']",closed,,weather,US 301,1,None,0,benson,1,"event road,weather event road",None,None,"-78.54101595292505,-78.97608,-78.54101595292505,-78.97608","35.38957386311313,34.80723900000001,35.38957386311313,34.80723900000001","91.25,84.73,86.98,79.01","US 301 & event road, benson, North Carolina, USA,US 301 & event road, North Carolina, USA,US 301 & weather event road, benson, North Carolina, USA,US 301 & weather event road, North Carolina, USA",-78.54101595292505,35.38957386311313,91.25,"US 301 & event road, benson, North Carolina"
303,303,1041000993859751936,NCDOT_Triangle,2018-09-15,   devils racetrack rd both near four oaks weather event road closed at 914 4:39 pm,16:29:12,North Carolina,"['devils', 'racetrack', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '914', '4:39', 'pm']",closed,,weather,None,0,None,0,None,0,"race track,devils race track,racetrack road,devils racetrack road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
304,304,1040998378325336064,NCDOT_Triangle,2018-09-15,   devils racetrack rd both near four oaks weather event road closed at 915 12:03 pm,16:18:48,North Carolina,"['devils', 'racetrack', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '12:03', 'pm']",closed,,weather,None,0,None,0,None,0,"race track,devils race track,racetrack road,devils racetrack road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
305,305,1040997208655638530,NCDOT_Triangle,2018-09-15,   ralieigh rd both near four oaks weather event road closed at 915 11:45 am,16:14:09,North Carolina,"['ralieigh', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '11:45', 'am']",closed,,weather,None,0,None,0,None,0,"ralieigh road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
306,306,1040994996684562432,NCDOT_Triangle,2018-09-15,   i-40 west mm 273 in durham vehicle crash shoulder closed at 915 12:03 pm,16:05:22,North Carolina,"['i-40', 'west', 'mm', '273', 'in', 'durham', 'vehicle', 'crash', 'shoulder', 'closed', 'at', '915', '12:03', 'pm']",crash,,crash,I-40,1,None,0,durham,1,"w estate,i-40 w estate,we street,i-40 we street",mile marker 273,None,"-78.89643999999998,-79.09186370052078","35.995420000000024,35.80047552130703","83.16,86.19","I-40, mile marker 273, durham, North Carolina, USA,I-40, mile marker 273, North Carolina, USA",-79.09186370052078,35.80047552130703,86.19,",I-40, mile marker 273, North Carolina"
307,307,1040984047881728000,NCDOT_Triangle,2018-09-15,   i-540 east mm 9 near raleigh road obstruction  lane closed at 915 11:19 am,15:21:52,North Carolina,"['i-540', 'east', 'mm', '9', 'near', 'raleigh', 'road', 'obstruction', 'lane', 'closed', 'at', '915', '11:19', 'am']",closed,,,I-540,1,None,0,raleigh,1,"ea street,i-540 ea street,raleigh road,near raleigh road,obstruction lane,road obstruction lane",mile marker 9,None,"-78.63270123843098,-79.09210284015467","35.809712909638165,35.80070172126816","90.64,84.86","I-540, mile marker 9, raleigh, North Carolina, USA,I-540, mile marker 9, North Carolina, USA",-78.63270123843098,35.809712909638165,90.64,"I-540, mile marker 9, raleigh, North Carolina"
308,308,1040979398667771907,NCDOT_Triangle,2018-09-15,   stewart rd both near four oaks weather event road closed at 915 10:30 am,15:03:23,North Carolina,"['stewart', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '10:30', 'am']",closed,,weather,None,0,None,0,None,0,"stewart road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
309,309,1040973800437886977,NCDOT_Triangle,2018-09-15,   us-701 both near four oaks weather event road closed at 915 10:25 am,14:41:09,North Carolina,"['us-701', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '915', '10:25', 'am']",closed,,weather,US 701,1,None,0,None,0,"event road,weather event road",None,None,"-78.6057525,-78.316281","34.628886,34.95309300000001","84.73,82.07","US 701 & event road, North Carolina, USA,US 701 & weather event road, North Carolina, USA",-78.6057525,34.628886,84.73,"US 701 & event road, North Carolina"
310,310,1040961156062568449,NCDOT_Triangle,2018-09-15,   western blvd inner near raleigh weather event ramp closed at 915 9:47 am,13:50:54,North Carolina,"['western', 'blvd', 'inner', 'near', 'raleigh', 'weather', 'event', 'ramp', 'closed', 'at', '915', '9:47', 'am']",closed,,weather,None,0,None,0,raleigh,1,"western boulevard,event ramp,weather event ramp",None,None,None,None,None,None,None,None,None,None
311,311,1040958834007789568,NCDOT_Triangle,2018-09-15,   old route 22 rd both near kenly weather event road closed at 915 9:32 am,13:41:40,North Carolina,"['old', 'route', '22', 'rd', 'both', 'near', 'kenly', 'weather', 'event', 'road', 'closed', 'at', '915', '9:32', 'am']",closed,,weather,None,0,None,0,kenly,1,"old route,22 road,route 22 road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
312,312,1040934416183377920,NCDOT_Triangle,2018-09-15,   i-440 west mm 1 near raleigh vehicle crash ramp lane narrowed at 915 7:56 am,12:04:39,North Carolina,"['i-440', 'west', 'mm', '1', 'near', 'raleigh', 'vehicle', 'crash', 'ramp', 'lane', 'narrowed', 'at', '915', '7:56', 'am']",crash,,crash,I-440,1,None,0,raleigh,1,"w estate,i-440 w estate,we street,i-440 we street,crash ramp,vehicle crash ramp,ramp lane,crash ramp lane",mile marker 1,None,"-78.63378145597024,-79.09209554549503","35.80968774188072,35.800791341372246","87.46,84.86","I-440, mile marker 1, raleigh, North Carolina, USA,I-440, mile marker 1, North Carolina, USA",-78.63378145597024,35.80968774188072,87.46,"I-440, mile marker 1, raleigh, North Carolina"
313,313,1040864085649305600,NCDOT_Triangle,2018-09-15,   banks rd both near raleigh weather event road closed at 915 3:20 am,07:25:10,North Carolina,"['banks', 'rd', 'both', 'near', 'raleigh', 'weather', 'event', 'road', 'closed', 'at', '915', '3:20', 'am']",closed,,weather,None,0,None,0,raleigh,1,"banks road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
314,314,1040856488347095040,NCDOT_Triangle,2018-09-15,   i-540 east mm 7 near raleigh vehicle crash lane closed at 915 2:50 am,06:54:59,North Carolina,"['i-540', 'east', 'mm', '7', 'near', 'raleigh', 'vehicle', 'crash', 'lane', 'closed', 'at', '915', '2:50', 'am']",crash,,crash,I-540,1,None,0,raleigh,1,"ea street,i-540 ea street,crash lane,vehicle crash lane",mile marker 7,None,"-78.63270123843098,-79.09210284015467","35.809712909638165,35.80070172126816","90.64,84.86","I-540, mile marker 7, raleigh, North Carolina, USA,I-540, mile marker 7, North Carolina, USA",-78.63270123843098,35.809712909638165,90.64,"I-540, mile marker 7, raleigh, North Carolina"
315,315,1040856034557001728,NCDOT_Triangle,2018-09-15,   i-540 east mm 7 near raleigh vehicle crash shoulder closed at 915 2:50 am,06:53:11,North Carolina,"['i-540', 'east', 'mm', '7', 'near', 'raleigh', 'vehicle', 'crash', 'shoulder', 'closed', 'at', '915', '2:50', 'am']",crash,,crash,I-540,1,None,0,raleigh,1,"ea street,i-540 ea street",mile marker 7,None,"-78.63270123843098,-79.09210284015467","35.809712909638165,35.80070172126816","90.64,84.86","I-540, mile marker 7, raleigh, North Carolina, USA,I-540, mile marker 7, North Carolina, USA",-78.63270123843098,35.809712909638165,90.64,"I-540, mile marker 7, raleigh, North Carolina"
316,316,1040850654854610944,NCDOT_Triangle,2018-09-15,   i-40 east mm 283 near durham vehicle crash lane closed at 915 2:29 am,06:31:48,North Carolina,"['i-40', 'east', 'mm', '283', 'near', 'durham', 'vehicle', 'crash', 'lane', 'closed', 'at', '915', '2:29', 'am']",crash,,crash,I-40,1,None,0,durham,1,"ea street,i-40 ea street,crash lane,vehicle crash lane",mile marker 283,None,"-78.89643999999998,-79.0916716008558","35.995420000000024,35.800421123268215","83.16,86.19","I-40, mile marker 283, durham, North Carolina, USA,I-40, mile marker 283, North Carolina, USA",-79.0916716008558,35.800421123268215,86.19,",I-40, mile marker 283, North Carolina"
317,317,1040796246531817472,NCDOT_Triangle,2018-09-15,   quarterhorse rd both near smithfield weather event road closed at 914 10:39 pm,02:55:36,North Carolina,"['quarterhorse', 'rd', 'both', 'near', 'smithfield', 'weather', 'event', 'road', 'closed', 'at', '914', '10:39', 'pm']",closed,,weather,None,0,None,0,smithfield,1,"quarterhorse road,smith field,near smith field,event road,weather event road",None,None,None,None,None,None,None,None,None,None
318,318,1040770189548240897,NCDOT_Triangle,2018-09-15,   progressive church rd both near princeton weather event road closed at 914 9:04 pm,01:12:04,North Carolina,"['progressive', 'church', 'rd', 'both', 'near', 'princeton', 'weather', 'event', 'road', 'closed', 'at', '914', '9:04', 'pm']",closed,,weather,None,0,None,0,princeton,1,"church road,progressive church road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
319,319,1040758358339452929,NCDOT_Triangle,2018-09-15,   i-40 west mm 319 near benson road obstruction  road closed at 914 8:19 pm,00:25:03,North Carolina,"['i-40', 'west', 'mm', '319', 'near', 'benson', 'road', 'obstruction', 'road', 'closed', 'at', '914', '8:19', 'pm']",closed,,,I-40,1,None,0,benson,1,"w estate,i-40 w estate,we street,i-40 we street,benson road,near benson road,obstruction road,road obstruction road",mile marker 319,None,"-78.45807416355986,-76.47227983236193","35.31652633233726,36.18865949956732","89.49,86.19","I-40, mile marker 319, benson, North Carolina, USA,I-40, mile marker 319, North Carolina, USA",-78.45807416355986,35.31652633233726,89.49,"I-40, mile marker 319, benson, North Carolina"
320,320,1040750577276346369,NCDOT_Triangle,2018-09-14,   devils racetrack rd both near four oaks weather event road closed at 914 7:45 pm,23:54:08,North Carolina,"['devils', 'racetrack', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '914', '7:45', 'pm']",closed,,weather,None,0,None,0,None,0,"race track,devils race track,racetrack road,devils racetrack road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
321,321,1040739974021300225,NCDOT_Triangle,2018-09-14,   242 both near benson weather event road closed at 914 7:01 pm,23:12:00,North Carolina,"['242', 'both', 'near', 'benson', 'weather', 'event', 'road', 'closed', 'at', '914', '7:01', 'pm']",closed,,weather,None,0,None,0,benson,1,"event road,weather event road",None,None,None,None,None,None,None,None,None,None
322,322,1040737904950210561,NCDOT_Triangle,2018-09-14,   i-40 west mm 336 near benson road obstruction  lane closed at 914 7:01 pm,23:03:47,North Carolina,"['i-40', 'west', 'mm', '336', 'near', 'benson', 'road', 'obstruction', 'lane', 'closed', 'at', '914', '7:01', 'pm']",closed,,,I-40,1,None,0,benson,1,"w estate,i-40 w estate,we street,i-40 we street,benson road,near benson road,obstruction lane,road obstruction lane",mile marker 336,None,"-78.45807416355986,-79.09208795904901","35.31652633233726,35.80088454628049","89.49,86.19","I-40, mile marker 336, benson, North Carolina, USA,I-40, mile marker 336, North Carolina, USA",-78.45807416355986,35.31652633233726,89.49,"I-40, mile marker 336, benson, North Carolina"
323,323,1040736495353700352,NCDOT_Triangle,2018-09-14,   red house rd both near smithfield weather event road closed at 914 6:49 pm,22:58:11,North Carolina,"['red', 'house', 'rd', 'both', 'near', 'smithfield', 'weather', 'event', 'road', 'closed', 'at', '914', '6:49', 'pm']",closed,,weather,None,0,None,0,smithfield,1,"house road,red house road,smith field,near smith field,event road,weather event road",None,None,None,None,None,None,None,None,None,None
324,324,1040736487959154693,NCDOT_Triangle,2018-09-14,   i-40 west mm 325 near benson road obstruction  lane closed at 914 6:55 pm,22:58:09,North Carolina,"['i-40', 'west', 'mm', '325', 'near', 'benson', 'road', 'obstruction', 'lane', 'closed', 'at', '914', '6:55', 'pm']",closed,,,I-40,1,None,0,benson,1,"w estate,i-40 w estate,we street,i-40 we street,benson road,near benson road,obstruction lane,road obstruction lane",mile marker 325,None,"-78.45807416355986,-76.47280085789716","35.31652633233726,36.18866047403209","89.49,86.19","I-40, mile marker 325, benson, North Carolina, USA,I-40, mile marker 325, North Carolina, USA",-78.45807416355986,35.31652633233726,89.49,"I-40, mile marker 325, benson, North Carolina"
325,325,1040735669910425601,NCDOT_Triangle,2018-09-14,   us-70 east near garner vehicle crash lane closed at 914 6:53 pm,22:54:54,North Carolina,"['us-70', 'east', 'near', 'garner', 'vehicle', 'crash', 'lane', 'closed', 'at', '914', '6:53', 'pm']",crash,,crash,US 70,1,None,0,garner,1,"ea street,us-70 ea street,crash lane,vehicle crash lane",None,None,"-78.584517,-79.709823,-77.01758099999999,-78.643188,-78.62303999999995,-78.81282999999996,-77.01758099999999,-78.28557612932613","35.696321999999995,36.087120000000006,35.056242,35.784018,35.70644000000004,35.24684000000008,35.056242,35.631750323000645","97.25,97.5,86.29,90.14,80.95,82.22,87.37,87.01","US 70 & us-70 ea street, garner, North Carolina, USA,US 70 & us-70 ea street, North Carolina, USA,US 70 & crash lane, garner, North Carolina, USA,US 70 & crash lane, North Carolina, USA,US 70 & vehicle crash lane, garner, North Carolina, USA,US 70 & vehicle crash lane, North Carolina, USA,US 70 & ea street, garner, North Carolina, USA,US 70 & ea street, North Carolina, USA",-78.643188,35.784018,90.14,",US 70 & crash lane, North Carolina"
326,326,1040733657332436992,NCDOT_Triangle,2018-09-14,   beasley rd both near benson weather event road closed at 914 6:34 pm,22:46:54,North Carolina,"['beasley', 'rd', 'both', 'near', 'benson', 'weather', 'event', 'road', 'closed', 'at', '914', '6:34', 'pm']",closed,,weather,None,0,None,0,benson,1,"beasley road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
327,327,1040729213731565568,NCDOT_Triangle,2018-09-14,   richardson bridge rd both near smithfield weather event road closed at 914 6:21 pm,22:29:15,North Carolina,"['richardson', 'bridge', 'rd', 'both', 'near', 'smithfield', 'weather', 'event', 'road', 'closed', 'at', '914', '6:21', 'pm']",closed,,weather,None,0,None,0,smithfield,1,"richardson bridge,b ridge,richardson b ridge,bridge road,richardson bridge road,smith field,near smith field,event road,weather event road",None,None,None,None,None,None,None,None,None,None
328,328,1040719072726605825,NCDOT_Triangle,2018-09-14,   stephenson rd both near benson weather event road closed at 914 5:40 pm,21:48:57,North Carolina,"['stephenson', 'rd', 'both', 'near', 'benson', 'weather', 'event', 'road', 'closed', 'at', '914', '5:40', 'pm']",closed,,weather,None,0,None,0,benson,1,"stephenson road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
329,329,1040709506051788800,NCDOT_Triangle,2018-09-14,   nc-96 both near benson weather event road closed at 914 4:57 pm,21:10:56,North Carolina,"['nc-96', 'both', 'near', 'benson', 'weather', 'event', 'road', 'closed', 'at', '914', '4:57', 'pm']",closed,,weather,NC 96,1,None,0,benson,1,"event road,weather event road",None,None,"-78.4532898742448,-78.78097316876706,-78.4532898742448,-79.18541791299998","35.325482522515244,35.74951770690656,35.325482522515244,35.53934433500007","91,85.97,86.67,80","NC 96 & event road, benson, North Carolina, USA,NC 96 & event road, North Carolina, USA,NC 96 & weather event road, benson, North Carolina, USA,NC 96 & weather event road, North Carolina, USA",-78.4532898742448,35.325482522515244,91,"NC 96 & event road, benson, North Carolina"
330,330,1040704594660216832,NCDOT_Triangle,2018-09-14,   devils racetrack rd both near four oaks weather event road closed at 914 4:39 pm,20:51:25,North Carolina,"['devils', 'racetrack', 'rd', 'both', 'near', 'four', 'oaks', 'weather', 'event', 'road', 'closed', 'at', '914', '4:39', 'pm']",closed,,weather,None,0,None,0,None,0,"race track,devils race track,racetrack road,devils racetrack road,event road,weather event road",None,None,None,None,None,None,None,None,None,None
331,331,1040701373275357184,NCDOT_Triangle,2018-09-14,   steven s chapel rd south near smithfield weather event road closed at 914 4:25 pm,20:38:37,North Carolina,"['steven', 's', 'chapel', 'rd', 'south', 'near', 'smithfield', 'weather', 'event', 'road', 'closed', 'at', '914', '4:25', 'pm']",closed,,weather,None,0,None,0,smithfield,1,"chapel road,s chapel road,smith field,near smith field,event road,weather event road",None,None,None,None,None,None,None,None,None,None
332,332,1040693180675567617,NCDOT_Triangle,2018-09-14,   glenwood avenue east in raleigh vehicle crash shoulder closed at 914 4:03 pm,20:06:04,North Carolina,"['glenwood', 'avenue', 'east', 'in', 'raleigh', 'vehicle', 'crash', 'shoulder', 'closed', 'at', '914', '4:03', 'pm']",crash,,crash,None,0,None,0,raleigh,1,"glenwood avenue,ea street,avenue ea street",None,None,None,None,None,None,None,None,None,None
